_time,T1--Temp_01_Lid,T1--Temp_02_SideWall,T1--Temp_03_Handle,T1--Temp_04_InnerWall,T1--Temp_05_Ambient_Temp
2026-03-17T08:41:56.187Z,31.683,31.317,31.659,31.357,31.255
2026-03-17T08:41:56.702Z,31.683,31.317,31.659,31.357,31.255
2026-03-17T08:41:57.215Z,31.683,31.317,31.659,31.357,31.255
2026-03-17T08:41:57.717Z,31.672,31.324,31.753,31.351,31.234
2026-03-17T08:41:58.235Z,31.672,31.324,31.753,31.351,31.234
2026-03-17T08:41:58.804Z,31.672,31.324,31.753,31.351,31.234
2026-03-17T08:41:59.361Z,31.672,31.324,31.753,31.351,31.234
2026-03-17T08:41:59.873Z,31.675,31.319,31.608,31.361,31.242
2026-03-17T08:42:00.384Z,31.675,31.319,31.608,31.361,31.242
2026-03-17T08:42:00.895Z,31.675,31.319,31.608,31.361,31.242
2026-03-17T08:42:01.407Z,31.675,31.319,31.608,31.361,31.242
2026-03-17T08:42:01.922Z,31.693,31.34,31.724,31.346,31.231
2026-03-17T08:42:02.433Z,31.693,31.34,31.724,31.346,31.231
2026-03-17T08:42:03.007Z,31.693,31.34,31.724,31.346,31.231
2026-03-17T08:42:03.559Z,31.701,31.345,31.946,31.356,31.226
2026-03-17T08:42:04.07Z,31.701,31.345,31.946,31.356,31.226
2026-03-17T08:42:04.586Z,31.701,31.345,31.946,31.356,31.226
2026-03-17T08:42:05.097Z,31.701,31.345,31.946,31.356,31.226
2026-03-17T08:42:05.609Z,31.654,31.361,31.904,31.335,31.218
2026-03-17T08:42:06.121Z,31.654,31.361,31.904,31.335,31.218
2026-03-17T08:42:06.637Z,31.654,31.361,31.904,31.335,31.218
2026-03-17T08:42:07.152Z,31.654,31.361,31.904,31.335,31.218
2026-03-17T08:42:07.671Z,31.677,31.348,31.914,31.356,31.224
2026-03-17T08:42:08.178Z,31.677,31.348,31.914,31.356,31.224
2026-03-17T08:42:08.751Z,31.677,31.348,31.914,31.356,31.224
2026-03-17T08:42:09.32Z,31.677,31.348,31.914,31.356,31.224
2026-03-17T08:42:09.914Z,31.691,31.386,31.77,31.336,31.242
2026-03-17T08:42:10.425Z,31.691,31.386,31.77,31.336,31.242
2026-03-17T08:42:10.933Z,31.691,31.386,31.77,31.336,31.242
2026-03-17T08:42:11.449Z,31.691,31.386,31.77,31.336,31.242
2026-03-17T08:42:11.995Z,31.685,31.386,31.791,31.357,31.245
2026-03-17T08:42:12.893Z,31.685,31.386,31.791,31.357,31.245
2026-03-17T08:42:13.424Z,31.685,31.386,31.791,31.357,31.245
2026-03-17T08:42:13.994Z,31.683,31.386,32.312,31.365,31.226
2026-03-17T08:42:14.519Z,31.683,31.386,32.312,31.365,31.226
2026-03-17T08:42:15.033Z,31.683,31.386,32.312,31.365,31.226
2026-03-17T08:42:15.543Z,31.683,31.386,32.312,31.365,31.226
2026-03-17T08:42:16.053Z,31.669,31.41,31.902,31.348,31.194
2026-03-17T08:42:16.623Z,31.669,31.41,31.902,31.348,31.194
2026-03-17T08:42:17.218Z,31.669,31.41,31.902,31.348,31.194
2026-03-17T08:42:17.796Z,31.67,31.393,32.099,31.364,31.197
2026-03-17T08:42:18.308Z,31.67,31.393,32.099,31.364,31.197
2026-03-17T08:42:18.818Z,31.67,31.393,32.099,31.364,31.197
2026-03-17T08:42:19.332Z,31.67,31.393,32.099,31.364,31.197
2026-03-17T08:42:19.839Z,31.649,31.403,32.069,31.342,31.224
